date,ticker,Open,High,Low,Close,Volume,Return_1d,LogRet_1d,Vol_7,Vol_21,SMA_7,SMA_21,RSI_14,MACD,MACD_Signal,Nw_SP500_active_k,Nw_SP500_active_rl,Nw_SP500_burst_day,Nw_SP500_count_items,Nw_SP500_ewma3_s,Nw_SP500_ewma7_s,Nw_SP500_mean_p_neg,Nw_SP500_mean_p_neu,Nw_SP500_mean_p_pos,Nw_SP500_mean_s,Nw_SP500_median_s,Nw_SP500_p_neg_share,Nw_SP500_p_neu_share,Nw_SP500_p_pos_share,Nw_SP500_q10_s,Nw_SP500_q90_s,Nw_SP500_std_s,Nw_SP500_unique_authors,Nw_SP500_z_mean_s,Nw_SP500_zero_day,Rd_active_k,Rd_active_rl,Rd_burst_day,Rd_count_items,Rd_ewma3_s,Rd_ewma7_s,Rd_mean_p_neg,Rd_mean_p_neu,Rd_mean_p_pos,Rd_mean_s,Rd_median_s,Rd_p_neg_share,Rd_p_neu_share,Rd_p_pos_share,Rd_q10_s,Rd_q90_s,Rd_std_s,Rd_unique_authors,Rd_z_mean_s,Rd_zero_day,Tw_active_k,Tw_active_rl,Tw_burst_day,Tw_count_items,Tw_ewma3_s,Tw_ewma7_s,Tw_mean_p_neg,Tw_mean_p_neu,Tw_mean_p_pos,Tw_mean_s,Tw_median_s,Tw_p_neg_share,Tw_p_neu_share,Tw_p_pos_share,Tw_q10_s,Tw_q90_s,Tw_std_s,Tw_unique_authors,Tw_z_mean_s,Tw_zero_day,Target
2021-03-04,MSFT,226.7400054931641,232.4900054931641,224.259994506836,226.72999572753903,44727800.0,-0.0036473977850212114,-0.0036540657590959924,0.01832622724985249,0.01274173504587617,231.57428632463728,238.4385717482794,39.95784261359796,-0.4147985559409051,1.688614986181689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231.6000061035156
2021-03-05,MSFT,229.5200042724609,233.2700042724609,226.4600067138672,231.6000061035156,41872800.0,0.02147933871894403,0.021251908657809793,0.020532241615397746,0.013271493435110426,231.1528581891741,237.89571489606584,47.33401308271698,-0.5387353403080226,1.2431449208837466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.38999938964844
2021-03-08,MSFT,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,35267400.0,-0.0181779214288339,-0.01834516976099554,0.0196057133445526,0.013725112562434404,230.92428588867185,237.19952465239027,42.476028368641614,-0.9655383668834929,0.8014082633302988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,233.77999877929688
2021-03-09,MSFT,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,33080500.0,0.02810149701746001,0.027713894666496763,0.0218337354894864,0.015264824488178797,231.12428501674103,236.79857235863096,50.73985528534717,-0.7791813752326959,0.48529033561769985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.0077549938578158,0.0138341059791855,0.029826033860445,0.9424784779548644,0.0276954751461744,-0.0021305587142705,-0.0021305587142705,0.0,1.0,0.0,-0.0021305587142705,-0.0021305587142705,0.0,0.0,0.1222395956247054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,232.4199981689453
2021-03-10,MSFT,237.0,237.0,232.0399932861328,232.4199981689453,29746800.0,-0.005817437836653783,-0.0058344250415220955,0.020284759630003535,0.015276422324418235,230.4785701206752,236.32000078473772,49.12239057928472,-0.7327857025402409,0.24167512798611174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.1132472628960385,-0.0443093034991761,0.2640458941459656,0.6906477808952332,0.0453063622117042,-0.2187395319342613,-0.2187395319342613,0.0,1.0,0.0,-0.2187395319342613,-0.2187395319342613,0.0,0.0,-3.197715185794757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.1300048828125
2021-03-11,MSFT,234.9600067138672,239.1699981689453,234.3099975585937,237.1300048828125,29907600.0,0.020265066478674987,0.020062462632794542,0.02131849724711506,0.015953536550547643,230.94428580147877,236.0038103376116,54.52857948118542,-0.3123579510050263,0.13086851218788415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.75
2021-03-12,MSFT,234.009994506836,235.82000732421875,233.22999572753903,235.75,22653700.0,-0.005819613099972254,-0.00583661303574079,0.017614443749116162,0.015974772130978122,232.1142861502511,235.66714332217262,52.759651238508205,-0.08948921380428487,0.08679696698945034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,234.8099975585937
2021-03-15,MSFT,234.9600067138672,235.19000244140625,231.8099975585937,234.8099975585937,26034900.0,-0.0039872850112674385,-0.0039952554260800355,0.017642995803768605,0.015869334688798982,233.26857212611608,235.20619056338356,51.53332164108555,0.01115691504486449,0.07166895660053317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.7100067138672
2021-03-16,MSFT,236.27999877929688,240.0599975585937,235.94000244140625,237.7100067138672,28092200.0,0.012350450089118725,0.012274805473619033,0.016557880985148005,0.016151769956369404,234.1414293561663,234.8595239548456,55.007859290976825,0.32122333704197104,0.12157983268882075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.0399932861328
2021-03-17,MSFT,236.1499938964844,238.5500030517578,233.22999572753903,237.0399932861328,29562100.0,-0.0028186168390499367,-0.0028225966195698504,0.01394330337956532,0.016131427011741396,235.51999991280692,234.54238092331659,54.04387693991707,0.507043840530514,0.19867263425715942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230.72000122070312
